analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER_yearly_False_window_3_lags_5_sinusoidal_yes_spline,False,3,spline_lags_5_sinusoidal_yes,0.744,0.079,405.327,417.053,False,True,False,0.996,0.621,0,1.0,1.446,1.417,1.038,0.569,0.946,0.99,"[np.float64(222.30433323333332), np.float64(292.025917), np.float64(310.1086), np.float64(326.152933), np.float64(430.78399999999993)]",,,,,,,,,1.653,0.044,1.237,1.01,0.794,0.002
CPER_yearly_True_window_3_lags_none_sinusoidal_no_spline,True,3,spline_lags_none_sinusoidal_no,0.552,0.0,479.553,487.608,True,True,False,0.586,-0.185,0,1.0,1.0,1.0,1.0,0.45,0.556,0.598,"[np.float64(222.30433323333332), np.float64(300.559733), np.float64(316.8552), np.float64(355.409334), np.float64(430.78399999999993)]",,,,,,,,,,,,,,
CPER_yearly_True_window_3_lags_1_sinusoidal_no_spline,True,3,spline_lags_1_sinusoidal_no,0.521,0.0,469.872,479.373,True,True,False,0.554,0.408,0,1.0,1.068,1.004,1.049,0.408,0.677,0.801,"[np.float64(222.30433323333332), np.float64(298.530667), np.float64(314.920667), np.float64(343.955), np.float64(430.78399999999993)]",1.121,0.602,,,,,,,,,,,,
CPER_yearly_True_window_3_lags_2_sinusoidal_no_spline,True,3,spline_lags_2_sinusoidal_no,0.499,0.001,458.41,467.743,True,True,False,0.564,-0.043,0,1.0,1.09,1.126,1.058,0.562,0.675,0.934,"[np.float64(222.30433323333332), np.float64(288.4932), np.float64(310.472667), np.float64(332.457067), np.float64(430.78399999999993)]",,,1.274,0.93,,,,,,,,,,
CPER_yearly_True_window_3_lags_3_sinusoidal_no_spline,True,3,spline_lags_3_sinusoidal_no,0.524,0.01,445.306,454.464,True,True,False,0.578,0.248,0,1.0,1.132,1.093,1.011,0.765,0.596,0.888,"[np.float64(222.30433323333332), np.float64(292.4175), np.float64(319.944133), np.float64(335.9568), np.float64(430.78399999999993)]",,,,,1.236,0.414,,,,,,,,
CPER_yearly_True_window_3_lags_4_sinusoidal_no_spline,True,3,spline_lags_4_sinusoidal_no,0.539,0.031,431.974,440.953,True,True,False,0.673,0.141,0,1.0,1.157,1.087,1.013,0.803,0.616,0.952,"[np.float64(222.30433323333332), np.float64(292.227), np.float64(312.0644), np.float64(339.456533), np.float64(430.78399999999993)]",,,,,,,1.257,0.152,,,,,,
CPER_yearly_True_window_3_lags_5_sinusoidal_no_spline,True,3,spline_lags_5_sinusoidal_no,0.618,0.397,414.124,422.919,True,True,False,0.743,0.452,0,1.0,1.386,1.253,1.011,0.462,0.821,0.682,"[np.float64(222.30433323333332), np.float64(292.025917), np.float64(310.1086), np.float64(326.152933), np.float64(430.78399999999993)]",,,,,,,,,1.65,0.011,,,,
CPER_yearly_True_window_3_lags_none_sinusoidal_yes_spline,True,3,spline_lags_none_sinusoidal_yes,0.686,0.0,470.413,481.69,True,True,False,0.775,0.321,0,1.0,1.038,1.195,1.002,0.848,0.287,0.615,"[np.float64(222.30433323333332), np.float64(300.559733), np.float64(316.8552), np.float64(355.409334), np.float64(430.78399999999993)]",,,,,,,,,,,1.196,1.039,0.53,0.001
CPER_yearly_True_window_3_lags_1_sinusoidal_yes_spline,True,3,spline_lags_1_sinusoidal_yes,0.707,0.0,456.135,468.803,True,True,False,0.98,0.599,0,1.0,1.091,1.283,1.062,0.621,0.784,0.572,"[np.float64(222.30433323333332), np.float64(298.530667), np.float64(314.920667), np.float64(343.955), np.float64(430.78399999999993)]",1.124,0.501,,,,,,,,,1.29,1.022,0.614,0.0
CPER_yearly_True_window_3_lags_2_sinusoidal_yes_spline,True,3,spline_lags_2_sinusoidal_yes,0.723,0.0,441.717,454.16,True,True,False,1.004,0.473,0,1.0,1.112,1.437,1.061,0.907,0.848,0.97,"[np.float64(222.30433323333332), np.float64(288.4932), np.float64(310.472667), np.float64(332.457067), np.float64(430.78399999999993)]",,,1.298,0.918,,,,,,,1.293,1.019,0.718,0.0
CPER_yearly_True_window_3_lags_3_sinusoidal_yes_spline,True,3,spline_lags_3_sinusoidal_yes,0.733,0.001,429.595,441.805,False,True,False,0.97,0.653,0,1.0,1.166,1.408,1.037,0.903,0.867,0.91,"[np.float64(222.30433323333332), np.float64(292.4175), np.float64(319.944133), np.float64(335.9568), np.float64(430.78399999999993)]",,,,,1.251,0.511,,,,,1.35,1.01,0.917,0.0
CPER_yearly_True_window_3_lags_4_sinusoidal_yes_spline,True,3,spline_lags_4_sinusoidal_yes,0.729,0.002,418.423,430.395,False,True,False,0.92,0.552,0,1.0,1.183,1.273,1.045,0.979,0.82,0.818,"[np.float64(222.30433323333332), np.float64(292.227), np.float64(312.0644), np.float64(339.456533), np.float64(430.78399999999993)]",,,,,,,1.263,0.249,,,1.233,1.005,0.799,0.0
CPER_yearly_True_window_3_lags_5_sinusoidal_yes_spline,True,3,spline_lags_5_sinusoidal_yes,0.744,0.079,405.327,417.053,False,True,False,0.996,0.621,0,1.0,1.446,1.417,1.038,0.569,0.946,0.99,"[np.float64(222.30433323333332), np.float64(292.025917), np.float64(310.1086), np.float64(326.152933), np.float64(430.78399999999993)]",,,,,,,,,1.653,0.044,1.237,1.01,0.794,0.002
CPER_yearly_False_window_4_lags_none_sinusoidal_no_spline,False,4,spline_lags_none_sinusoidal_no,0.555,0.0,468.167,476.222,True,False,False,0.644,0.234,0,1.0,1.0,1.0,1.0,0.438,0.792,0.282,"[np.float64(252.147500275), np.float64(305.6781), np.float64(317.5), np.float64(345.26825), np.float64(421.64)]",,,,,,,,,,,,,,
CPER_yearly_False_window_4_lags_1_sinusoidal_no_spline,False,4,spline_lags_1_sinusoidal_no,0.5,0.0,459.439,468.94,True,True,False,0.527,0.1,0,1.0,1.006,1.001,1.0,0.339,0.777,0.847,"[np.float64(252.147500275), np.float64(299.3035), np.float64(313.355375), np.float64(326.350625), np.float64(421.64)]",1.008,0.462,,,,,,,,,,,,
CPER_yearly_False_window_4_lags_2_sinusoidal_no_spline,False,4,spline_lags_2_sinusoidal_no,0.48,0.001,447.682,457.014,True,True,False,0.591,0.36,0,1.0,1.179,1.045,1.126,0.475,0.605,0.762,"[np.float64(252.147500275), np.float64(292.778233), np.float64(307.2765), np.float64(341.01105), np.float64(421.64)]",,,1.35,0.87,,,,,,,,,,
CPER_yearly_False_window_4_lags_3_sinusoidal_no_spline,False,4,spline_lags_3_sinusoidal_no,0.515,0.007,434.545,443.703,True,True,False,0.58,-2.484,0,1.0,1.235,1.048,1.027,0.709,0.734,0.833,"[np.float64(252.147500275), np.float64(299.59205), np.float64(313.2992), np.float64(342.0736), np.float64(421.64)]",,,,,1.31,0.264,,,,,,,,
CPER_yearly_False_window_4_lags_4_sinusoidal_no_spline,False,4,spline_lags_4_sinusoidal_no,0.549,0.082,419.885,428.864,True,False,False,0.63,0.18,0,1.0,1.362,1.072,1.035,0.796,0.669,0.665,"[np.float64(252.147500275), np.float64(299.8806), np.float64(315.9252), np.float64(343.13615), np.float64(421.64)]",,,,,,,1.469,0.044,,,,,,
CPER_yearly_False_window_4_lags_5_sinusoidal_no_spline,False,4,spline_lags_5_sinusoidal_no,0.635,0.608,401.598,410.393,True,True,False,0.598,0.419,0,1.0,1.409,1.092,1.021,0.374,0.76,0.555,"[np.float64(252.147500275), np.float64(301.5886), np.float64(318.262), np.float64(344.1987), np.float64(421.64)]",,,,,,,,,1.522,0.003,,,,
CPER_yearly_False_window_4_lags_none_sinusoidal_yes_spline,False,4,spline_lags_none_sinusoidal_yes,0.704,0.0,457.096,468.372,True,True,False,0.811,0.456,0,1.0,1.064,1.208,1.008,0.996,0.645,0.133,"[np.float64(252.147500275), np.float64(305.6781), np.float64(317.5), np.float64(345.26825), np.float64(421.64)]",,,,,,,,,,,1.143,1.138,0.876,0.001
CPER_yearly_False_window_4_lags_1_sinusoidal_yes_spline,False,4,spline_lags_1_sinusoidal_yes,0.768,0.0,435.833,448.501,True,True,False,0.791,0.395,0,1.0,1.066,1.246,1.016,0.913,0.587,0.67,"[np.float64(252.147500275), np.float64(299.3035), np.float64(313.355375), np.float64(326.350625), np.float64(421.64)]",1.008,0.276,,,,,,,,,1.241,1.078,0.807,0.0
CPER_yearly_False_window_4_lags_2_sinusoidal_yes_spline,False,4,spline_lags_2_sinusoidal_yes,0.788,0.0,420.266,432.709,True,True,False,0.967,0.645,0,1.0,1.246,1.324,1.157,0.735,0.24,0.617,"[np.float64(252.147500275), np.float64(292.778233), np.float64(307.2765), np.float64(341.01105), np.float64(421.64)]",,,1.386,0.694,,,,,,,1.271,1.069,0.381,0.0
CPER_yearly_False_window_4_lags_3_sinusoidal_yes_spline,False,4,spline_lags_3_sinusoidal_yes,0.788,0.0,410.425,422.636,True,True,False,0.91,-4.848,0,1.0,1.268,1.334,1.059,0.641,0.333,0.783,"[np.float64(252.147500275), np.float64(299.59205), np.float64(313.2992), np.float64(342.0736), np.float64(421.64)]",,,,,1.338,0.122,,,,,1.288,1.035,0.311,0.0
CPER_yearly_False_window_4_lags_4_sinusoidal_yes_spline,False,4,spline_lags_4_sinusoidal_yes,0.78,0.012,400.194,412.166,True,True,False,0.902,0.638,0,1.0,1.373,1.291,1.13,0.539,0.448,0.555,"[np.float64(252.147500275), np.float64(299.8806), np.float64(315.9252), np.float64(343.13615), np.float64(421.64)]",,,,,,,1.482,0.038,,,1.281,1.031,0.291,0.0
CPER_yearly_False_window_4_lags_5_sinusoidal_yes_spline,False,4,spline_lags_5_sinusoidal_yes,0.81,0.158,384.748,396.474,True,True,False,0.95,0.597,0,1.0,1.439,1.303,1.031,0.169,0.496,0.493,"[np.float64(252.147500275), np.float64(301.5886), np.float64(318.262), np.float64(344.1987), np.float64(421.64)]",,,,,,,,,1.528,0.002,1.222,1.023,0.454,0.0
CPER_yearly_True_window_4_lags_none_sinusoidal_no_spline,True,4,spline_lags_none_sinusoidal_no,0.555,0.0,468.167,476.222,True,False,False,0.644,0.234,0,1.0,1.0,1.0,1.0,0.438,0.792,0.282,"[np.float64(252.147500275), np.float64(305.6781), np.float64(317.5), np.float64(345.26825), np.float64(421.64)]",,,,,,,,,,,,,,
CPER_yearly_True_window_4_lags_1_sinusoidal_no_spline,True,4,spline_lags_1_sinusoidal_no,0.5,0.0,459.439,468.94,True,True,False,0.527,0.1,0,1.0,1.006,1.001,1.0,0.339,0.777,0.847,"[np.float64(252.147500275), np.float64(299.3035), np.float64(313.355375), np.float64(326.350625), np.float64(421.64)]",1.008,0.462,,,,,,,,,,,,
CPER_yearly_True_window_4_lags_2_sinusoidal_no_spline,True,4,spline_lags_2_sinusoidal_no,0.48,0.001,447.682,457.014,True,True,False,0.591,0.36,0,1.0,1.179,1.045,1.126,0.475,0.605,0.762,"[np.float64(252.147500275), np.float64(292.778233), np.float64(307.2765), np.float64(341.01105), np.float64(421.64)]",,,1.35,0.87,,,,,,,,,,
CPER_yearly_True_window_4_lags_3_sinusoidal_no_spline,True,4,spline_lags_3_sinusoidal_no,0.515,0.007,434.545,443.703,True,True,False,0.58,-2.484,0,1.0,1.235,1.048,1.027,0.709,0.734,0.833,"[np.float64(252.147500275), np.float64(299.59205), np.float64(313.2992), np.float64(342.0736), np.float64(421.64)]",,,,,1.31,0.264,,,,,,,,
CPER_yearly_True_window_4_lags_4_sinusoidal_no_spline,True,4,spline_lags_4_sinusoidal_no,0.549,0.082,419.885,428.864,True,False,False,0.63,0.18,0,1.0,1.362,1.072,1.035,0.796,0.669,0.665,"[np.float64(252.147500275), np.float64(299.8806), np.float64(315.9252), np.float64(343.13615), np.float64(421.64)]",,,,,,,1.469,0.044,,,,,,
CPER_yearly_True_window_4_lags_5_sinusoidal_no_spline,True,4,spline_lags_5_sinusoidal_no,0.635,0.608,401.598,410.393,True,True,False,0.598,0.419,0,1.0,1.409,1.092,1.021,0.374,0.76,0.555,"[np.float64(252.147500275), np.float64(301.5886), np.float64(318.262), np.float64(344.1987), np.float64(421.64)]",,,,,,,,,1.522,0.003,,,,
CPER_yearly_True_window_4_lags_none_sinusoidal_yes_spline,True,4,spline_lags_none_sinusoidal_yes,0.704,0.0,457.096,468.372,True,True,False,0.811,0.456,0,1.0,1.064,1.208,1.008,0.996,0.645,0.133,"[np.float64(252.147500275), np.float64(305.6781), np.float64(317.5), np.float64(345.26825), np.float64(421.64)]",,,,,,,,,,,1.143,1.138,0.876,0.001
CPER_yearly_True_window_4_lags_1_sinusoidal_yes_spline,True,4,spline_lags_1_sinusoidal_yes,0.768,0.0,435.833,448.501,True,True,False,0.791,0.395,0,1.0,1.066,1.246,1.016,0.913,0.587,0.67,"[np.float64(252.147500275), np.float64(299.3035), np.float64(313.355375), np.float64(326.350625), np.float64(421.64)]",1.008,0.276,,,,,,,,,1.241,1.078,0.807,0.0
CPER_yearly_True_window_4_lags_2_sinusoidal_yes_spline,True,4,spline_lags_2_sinusoidal_yes,0.788,0.0,420.266,432.709,True,True,False,0.967,0.645,0,1.0,1.246,1.324,1.157,0.735,0.24,0.617,"[np.float64(252.147500275), np.float64(292.778233), np.float64(307.2765), np.float64(341.01105), np.float64(421.64)]",,,1.386,0.694,,,,,,,1.271,1.069,0.381,0.0
CPER_yearly_True_window_4_lags_3_sinusoidal_yes_spline,True,4,spline_lags_3_sinusoidal_yes,0.788,0.0,410.425,422.636,True,True,False,0.91,-4.848,0,1.0,1.268,1.334,1.059,0.641,0.333,0.783,"[np.float64(252.147500275), np.float64(299.59205), np.float64(313.2992), np.float64(342.0736), np.float64(421.64)]",,,,,1.338,0.122,,,,,1.288,1.035,0.311,0.0
CPER_yearly_True_window_4_lags_4_sinusoidal_yes_spline,True,4,spline_lags_4_sinusoidal_yes,0.78,0.012,400.194,412.166,True,True,False,0.902,0.638,0,1.0,1.373,1.291,1.13,0.539,0.448,0.555,"[np.float64(252.147500275), np.float64(299.8806), np.float64(315.9252), np.float64(343.13615), np.float64(421.64)]",,,,,,,1.482,0.038,,,1.281,1.031,0.291,0.0
CPER_yearly_True_window_4_lags_5_sinusoidal_yes_spline,True,4,spline_lags_5_sinusoidal_yes,0.81,0.158,384.748,396.474,True,True,False,0.95,0.597,0,1.0,1.439,1.303,1.031,0.169,0.496,0.493,"[np.float64(252.147500275), np.float64(301.5886), np.float64(318.262), np.float64(344.1987), np.float64(421.64)]",,,,,,,,,1.528,0.002,1.222,1.023,0.454,0.0
CPER_yearly_False_window_5_lags_none_sinusoidal_no_spline,False,5,spline_lags_none_sinusoidal_no,0.58,0.0,458.167,466.222,True,True,False,0.462,-0.695,0,1.0,1.0,1.0,1.0,0.138,0.493,0.868,"[np.float64(247.59040022), np.float64(302.50912), np.float64(320.93408), np.float64(343.92066), np.float64(415.962)]",,,,,,,,,,,,,,
CPER_yearly_False_window_5_lags_1_sinusoidal_no_spline,False,5,spline_lags_1_sinusoidal_no,0.554,0.0,448.21,457.711,True,True,False,0.493,-0.085,0,1.0,1.058,1.0,1.007,0.097,0.626,0.998,"[np.float64(247.59040022), np.float64(302.0656), np.float64(315.89025), np.float64(329.3128), np.float64(415.962)]",1.065,0.99,,,,,,,,,,,,
CPER_yearly_False_window_5_lags_2_sinusoidal_no_spline,False,5,spline_lags_2_sinusoidal_no,0.569,0.0,435.614,444.946,True,True,False,0.483,-0.436,0,1.0,1.045,1.077,1.006,0.163,0.488,0.805,"[np.float64(247.59040022), np.float64(299.02808), np.float64(318.1688), np.float64(332.52808), np.float64(415.962)]",,,1.128,0.352,,,,,,,,,,
CPER_yearly_False_window_5_lags_3_sinusoidal_no_spline,False,5,spline_lags_3_sinusoidal_no,0.587,0.003,423.516,432.674,True,True,False,0.495,0.408,0,1.0,1.16,1.087,1.005,0.363,0.543,0.827,"[np.float64(247.59040022), np.float64(299.09556), np.float64(320.33972), np.float64(335.74336), np.float64(415.962)]",,,,,1.251,0.16,,,,,,,,
CPER_yearly_False_window_5_lags_4_sinusoidal_no_spline,False,5,spline_lags_4_sinusoidal_no,0.612,0.02,409.759,418.738,True,True,False,0.536,0.389,0,1.0,1.147,1.108,1.001,0.482,0.516,0.797,"[np.float64(247.59040022), np.float64(299.1052), np.float64(320.93408), np.float64(338.95864), np.float64(415.962)]",,,,,,,1.256,0.041,,,,,,
CPER_yearly_False_window_5_lags_5_sinusoidal_no_spline,False,5,spline_lags_5_sinusoidal_no,0.683,0.474,391.894,400.688,True,False,False,0.477,0.467,0,1.0,1.527,1.153,1.005,0.809,0.603,0.401,"[np.float64(247.59040022000005), np.float64(299.13072), np.float64(311.7572), np.float64(342.17392), np.float64(415.962)]",,,,,,,,,1.685,0.003,,,,
CPER_yearly_False_window_5_lags_none_sinusoidal_yes_spline,False,5,spline_lags_none_sinusoidal_yes,0.757,0.0,441.943,453.22,True,True,False,0.616,0.387,0,1.0,1.044,1.216,1.134,0.259,0.956,0.099,"[np.float64(247.59040022), np.float64(302.50912), np.float64(320.93408), np.float64(343.92066), np.float64(415.962)]",,,,,,,,,,,1.21,1.183,0.863,0.0
CPER_yearly_False_window_5_lags_1_sinusoidal_yes_spline,False,5,spline_lags_1_sinusoidal_yes,0.804,0.0,422.6,435.268,True,True,False,0.965,0.381,0,1.0,1.085,1.288,1.06,0.134,0.201,0.323,"[np.float64(247.59040022), np.float64(302.0656), np.float64(315.89025), np.float64(329.3128), np.float64(415.962)]",1.067,0.839,,,,,,,,,1.301,1.065,0.864,0.0
CPER_yearly_False_window_5_lags_2_sinusoidal_yes_spline,False,5,spline_lags_2_sinusoidal_yes,0.838,0.0,405.339,417.781,True,True,False,0.919,0.184,0,1.0,1.11,1.418,1.032,0.559,0.157,0.329,"[np.float64(247.59040022), np.float64(299.02808), np.float64(318.1688), np.float64(332.52808), np.float64(415.962)]",,,1.159,0.082,,,,,,,1.331,1.069,0.699,0.0
CPER_yearly_False_window_5_lags_3_sinusoidal_yes_spline,False,5,spline_lags_3_sinusoidal_yes,0.845,0.0,394.245,406.456,True,True,False,0.834,0.586,0,1.0,1.185,1.401,1.031,0.631,0.161,0.961,"[np.float64(247.59040022), np.float64(299.09556), np.float64(320.33972), np.float64(335.74336), np.float64(415.962)]",,,,,1.28,0.041,,,,,1.312,1.024,0.671,0.0
CPER_yearly_False_window_5_lags_4_sinusoidal_yes_spline,False,5,spline_lags_4_sinusoidal_yes,0.843,0.0,384.029,396.001,True,True,False,0.781,0.746,0,1.0,1.176,1.345,1.003,0.841,0.177,0.848,"[np.float64(247.59040022), np.float64(299.1052), np.float64(320.93408), np.float64(338.95864), np.float64(415.962)]",,,,,,,1.274,0.013,,,1.227,1.024,0.834,0.0
CPER_yearly_False_window_5_lags_5_sinusoidal_yes_spline,False,5,spline_lags_5_sinusoidal_yes,0.86,0.081,369.674,381.4,True,True,False,0.837,0.744,0,1.0,1.539,1.349,1.045,0.554,0.192,0.426,"[np.float64(247.59040022000005), np.float64(299.13072), np.float64(311.7572), np.float64(342.17392), np.float64(415.962)]",,,,,,,,,1.702,0.001,1.22,1.011,0.815,0.0
CPER_yearly_True_window_5_lags_none_sinusoidal_no_spline,True,5,spline_lags_none_sinusoidal_no,0.58,0.0,458.167,466.222,True,True,False,0.462,-0.695,0,1.0,1.0,1.0,1.0,0.138,0.493,0.868,"[np.float64(247.59040022), np.float64(302.50912), np.float64(320.93408), np.float64(343.92066), np.float64(415.962)]",,,,,,,,,,,,,,
CPER_yearly_True_window_5_lags_1_sinusoidal_no_spline,True,5,spline_lags_1_sinusoidal_no,0.554,0.0,448.21,457.711,True,True,False,0.493,-0.085,0,1.0,1.058,1.0,1.007,0.097,0.626,0.998,"[np.float64(247.59040022), np.float64(302.0656), np.float64(315.89025), np.float64(329.3128), np.float64(415.962)]",1.065,0.99,,,,,,,,,,,,
CPER_yearly_True_window_5_lags_2_sinusoidal_no_spline,True,5,spline_lags_2_sinusoidal_no,0.569,0.0,435.614,444.946,True,True,False,0.483,-0.436,0,1.0,1.045,1.077,1.006,0.163,0.488,0.805,"[np.float64(247.59040022), np.float64(299.02808), np.float64(318.1688), np.float64(332.52808), np.float64(415.962)]",,,1.128,0.352,,,,,,,,,,
CPER_yearly_True_window_5_lags_3_sinusoidal_no_spline,True,5,spline_lags_3_sinusoidal_no,0.587,0.003,423.516,432.674,True,True,False,0.495,0.408,0,1.0,1.16,1.087,1.005,0.363,0.543,0.827,"[np.float64(247.59040022), np.float64(299.09556), np.float64(320.33972), np.float64(335.74336), np.float64(415.962)]",,,,,1.251,0.16,,,,,,,,
CPER_yearly_True_window_5_lags_4_sinusoidal_no_spline,True,5,spline_lags_4_sinusoidal_no,0.612,0.02,409.759,418.738,True,True,False,0.536,0.389,0,1.0,1.147,1.108,1.001,0.482,0.516,0.797,"[np.float64(247.59040022), np.float64(299.1052), np.float64(320.93408), np.float64(338.95864), np.float64(415.962)]",,,,,,,1.256,0.041,,,,,,
CPER_yearly_True_window_5_lags_5_sinusoidal_no_spline,True,5,spline_lags_5_sinusoidal_no,0.683,0.474,391.894,400.688,True,False,False,0.477,0.467,0,1.0,1.527,1.153,1.005,0.809,0.603,0.401,"[np.float64(247.59040022000005), np.float64(299.13072), np.float64(311.7572), np.float64(342.17392), np.float64(415.962)]",,,,,,,,,1.685,0.003,,,,
CPER_yearly_True_window_5_lags_none_sinusoidal_yes_spline,True,5,spline_lags_none_sinusoidal_yes,0.757,0.0,441.943,453.22,True,True,False,0.616,0.387,0,1.0,1.044,1.216,1.134,0.259,0.956,0.099,"[np.float64(247.59040022), np.float64(302.50912), np.float64(320.93408), np.float64(343.92066), np.float64(415.962)]",,,,,,,,,,,1.21,1.183,0.863,0.0
CPER_yearly_True_window_5_lags_1_sinusoidal_yes_spline,True,5,spline_lags_1_sinusoidal_yes,0.804,0.0,422.6,435.268,True,True,False,0.965,0.381,0,1.0,1.085,1.288,1.06,0.134,0.201,0.323,"[np.float64(247.59040022), np.float64(302.0656), np.float64(315.89025), np.float64(329.3128), np.float64(415.962)]",1.067,0.839,,,,,,,,,1.301,1.065,0.864,0.0
CPER_yearly_True_window_5_lags_2_sinusoidal_yes_spline,True,5,spline_lags_2_sinusoidal_yes,0.838,0.0,405.339,417.781,True,True,False,0.919,0.184,0,1.0,1.11,1.418,1.032,0.559,0.157,0.329,"[np.float64(247.59040022), np.float64(299.02808), np.float64(318.1688), np.float64(332.52808), np.float64(415.962)]",,,1.159,0.082,,,,,,,1.331,1.069,0.699,0.0
CPER_yearly_True_window_5_lags_3_sinusoidal_yes_spline,True,5,spline_lags_3_sinusoidal_yes,0.845,0.0,394.245,406.456,True,True,False,0.834,0.586,0,1.0,1.185,1.401,1.031,0.631,0.161,0.961,"[np.float64(247.59040022), np.float64(299.09556), np.float64(320.33972), np.float64(335.74336), np.float64(415.962)]",,,,,1.28,0.041,,,,,1.312,1.024,0.671,0.0
CPER_yearly_True_window_5_lags_4_sinusoidal_yes_spline,True,5,spline_lags_4_sinusoidal_yes,0.843,0.0,384.029,396.001,True,True,False,0.781,0.746,0,1.0,1.176,1.345,1.003,0.841,0.177,0.848,"[np.float64(247.59040022), np.float64(299.1052), np.float64(320.93408), np.float64(338.95864), np.float64(415.962)]",,,,,,,1.274,0.013,,,1.227,1.024,0.834,0.0
CPER_yearly_True_window_5_lags_5_sinusoidal_yes_spline,True,5,spline_lags_5_sinusoidal_yes,0.86,0.081,369.674,381.4,True,True,False,0.837,0.744,0,1.0,1.539,1.349,1.045,0.554,0.192,0.426,"[np.float64(247.59040022000005), np.float64(299.13072), np.float64(311.7572), np.float64(342.17392), np.float64(415.962)]",,,,,,,,,1.702,0.001,1.22,1.011,0.815,0.0
