analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_0_yearly_False_window_8_lags_4_sinusoidal_yes_spline,False,8,spline_lags_4_sinusoidal_yes,0.073,0.767,781.68,796.815,True,True,False,1.098,-0.572,0,1.0,1.057,1.157,1.01,0.881,0.719,0.616,"[np.float64(482.0905), np.float64(528.2065), np.float64(558.05), np.float64(582.879), np.float64(614.68)]",,,,,,,1.113,0.907,,,1.014,1.097,0.956,0.156
Croplands_cluster_0_yearly_False_window_8_lags_7_sinusoidal_yes_spline,False,8,spline_lags_7_sinusoidal_yes,0.254,0.023,730.012,744.642,True,True,False,1.379,-2.045,0,1.0,1.077,1.233,1.034,0.253,0.554,0.137,"[np.float64(482.0905), np.float64(542.014125), np.float64(557.59), np.float64(579.89675), np.float64(614.68)]",,,,,,,,,1.234,0.004,1.035,1.075,0.792,0.416
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_no_spline,True,8,spline_lags_none_sinusoidal_no,0.448,0.007,436.587,443.248,True,True,False,0.484,-2.622,0,1.0,1.0,1.0,1.0,0.041,0.789,0.667,"[np.float64(512.6990000000001), np.float64(553.552375), np.float64(567.0775), np.float64(579.28825), np.float64(614.68)]",,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_no_spline,True,8,spline_lags_1_sinusoidal_no,0.5,0.016,416.797,424.572,True,True,False,0.876,-1.882,0,1.0,1.023,1.021,1.007,0.038,0.135,0.413,"[np.float64(543.51), np.float64(560.65), np.float64(568.78), np.float64(580.9675), np.float64(614.68)]",1.051,0.018,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_no_spline,True,8,spline_lags_2_sinusoidal_no,0.549,0.04,398.324,405.873,True,True,False,0.91,-2.015,0,1.0,1.041,1.034,1.068,0.149,0.076,0.218,"[np.float64(549.505), np.float64(562.7), np.float64(574.2795), np.float64(584.326), np.float64(614.68)]",,,1.142,0.002,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_no_spline,True,8,spline_lags_3_sinusoidal_no,0.311,0.153,385.882,393.195,True,True,False,0.853,-4.559,0,1.0,1.017,1.005,1.57,0.153,0.203,0.821,"[np.float64(543.51), np.float64(560.65), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,1.592,0.353,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_no_spline,True,8,spline_lags_4_sinusoidal_no,0.396,0.208,369.399,376.468,False,True,False,0.846,-3.762,0,1.0,1.003,1.005,1.006,0.424,0.173,0.029,"[np.float64(549.505), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,,,1.014,0.191,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_no_spline,True,8,spline_lags_7_sinusoidal_no,0.508,0.192,319.797,326.064,True,True,False,0.69,-14.521,0,1.0,1.124,1.233,1.011,0.048,0.041,0.076,"[np.float64(528.2065), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,,,,,1.368,0.391,,,,
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_yes_spline,True,8,spline_lags_none_sinusoidal_yes,0.46,0.012,439.958,449.283,True,True,False,0.468,-2.09,0,1.0,1.045,1.016,1.013,0.041,0.774,0.628,"[np.float64(512.6990000000001), np.float64(553.552375), np.float64(567.0775), np.float64(579.28825), np.float64(614.68)]",,,,,,,,,,,1.049,1.025,0.507,0.885
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_yes_spline,True,8,spline_lags_1_sinusoidal_yes,0.521,0.022,419.648,430.015,True,True,False,0.78,-2.133,0,1.0,1.039,1.021,1.174,0.036,0.149,0.507,"[np.float64(543.51), np.float64(560.65), np.float64(568.78), np.float64(580.9675), np.float64(614.68)]",1.052,0.022,,,,,,,,,1.136,1.047,0.563,0.52
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_yes_spline,True,8,spline_lags_2_sinusoidal_yes,0.558,0.056,401.786,411.851,True,True,False,0.91,-1.827,0,1.0,1.1,1.053,1.184,0.148,0.084,0.201,"[np.float64(549.505), np.float64(562.7), np.float64(574.2795), np.float64(584.326), np.float64(614.68)]",,,1.145,0.003,,,,,,,1.072,1.12,0.653,0.676
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_yes_spline,True,8,spline_lags_3_sinusoidal_yes,0.352,0.161,388.334,398.085,False,True,False,0.817,-8.919,0,1.0,1.1,1.032,1.706,0.117,0.176,0.846,"[np.float64(543.51), np.float64(560.65), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,1.645,0.348,,,,,1.101,1.092,0.416,0.544
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_yes_spline,True,8,spline_lags_4_sinusoidal_yes,0.403,0.249,373.123,382.547,False,True,False,0.84,-4.164,0,1.0,1.08,1.103,1.095,0.408,0.182,0.047,"[np.float64(549.505), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,,,1.016,0.226,,,1.113,1.148,0.892,0.687
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_yes_spline,True,8,spline_lags_7_sinusoidal_yes,0.509,0.226,323.749,332.106,True,True,False,0.689,-22.152,0,1.0,1.232,1.246,1.131,0.074,0.057,0.13,"[np.float64(528.2065), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(614.68)]",,,,,,,,,1.385,0.432,1.151,1.074,0.892,0.918
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_no_spline,False,9,spline_lags_none_sinusoidal_no,0.182,0.478,847.708,857.56,False,False,False,0.396,-0.428,0,1.0,1.0,1.0,1.0,0.725,0.14,0.006,"[np.float64(500.913), np.float64(540.6104), np.float64(558.79), np.float64(576.1744), np.float64(614.68)]",,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_no_spline,False,9,spline_lags_1_sinusoidal_no,0.04,0.649,781.232,792.939,False,True,False,1.043,-1.542,0,1.0,1.092,1.002,1.0,0.347,0.902,0.615,"[np.float64(500.913), np.float64(540.0), np.float64(556.21), np.float64(576.1992), np.float64(614.68)]",1.094,0.872,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_no_spline,False,9,spline_lags_2_sinusoidal_no,0.031,0.27,751.05,762.641,False,True,False,0.916,-0.303,0,1.0,1.042,1.045,1.005,0.945,0.575,0.972,"[np.float64(500.913), np.float64(543.51), np.float64(556.21), np.float64(576.1), np.float64(614.68)]",,,1.093,0.505,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_no_spline,False,9,spline_lags_3_sinusoidal_no,0.183,0.095,725.396,736.868,False,True,False,1.056,-0.191,0,1.0,1.058,1.1,1.0,0.906,0.958,0.148,"[np.float64(500.913), np.float64(543.51), np.float64(559.27375), np.float64(576.1), np.float64(614.68)]",,,,,1.158,0.014,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_no_spline,False,9,spline_lags_4_sinusoidal_no,0.216,0.015,709.995,721.346,True,True,False,1.07,-0.082,0,1.0,1.069,1.099,1.008,0.733,0.545,0.238,"[np.float64(500.913), np.float64(543.51), np.float64(561.981), np.float64(576.1), np.float64(614.68)]",,,,,,,1.176,0.006,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_no_spline,False,9,spline_lags_7_sinusoidal_no,0.371,0.0,654.078,665.049,False,True,False,1.491,0.073,0,1.0,1.086,1.007,1.007,0.652,0.125,0.682,"[np.float64(500.913), np.float64(535.54975), np.float64(556.21), np.float64(576.1), np.float64(614.68)]",,,,,,,,,1.1,0.0,,,,
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_yes_spline,False,9,spline_lags_none_sinusoidal_yes,0.232,0.335,848.304,862.096,False,False,False,0.435,-0.421,0,1.0,1.017,1.022,1.008,0.862,0.15,0.009,"[np.float64(500.913), np.float64(540.6104), np.float64(558.79), np.float64(576.1744), np.float64(614.68)]",,,,,,,,,,,1.02,1.028,0.951,0.087
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_yes_spline,False,9,spline_lags_1_sinusoidal_yes,0.056,0.54,784.343,799.953,False,True,False,1.022,-1.525,0,1.0,1.111,1.015,1.077,0.293,0.893,0.479,"[np.float64(500.913), np.float64(540.0), np.float64(556.21), np.float64(576.1992), np.float64(614.68)]",1.096,0.966,,,,,,,,,1.067,1.04,0.543,0.514
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_yes_spline,False,9,spline_lags_2_sinusoidal_yes,0.048,0.21,754.138,769.593,False,True,False,0.866,-0.548,0,1.0,1.047,1.067,1.007,0.894,0.613,0.951,"[np.float64(500.913), np.float64(543.51), np.float64(556.21), np.float64(576.1), np.float64(614.68)]",,,1.093,0.463,,,,,,,1.012,1.016,0.62,0.461
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_yes_spline,False,9,spline_lags_3_sinusoidal_yes,0.245,0.045,725.446,740.742,False,True,False,1.02,-0.191,0,1.0,1.079,1.127,1.117,0.736,0.916,0.074,"[np.float64(500.913), np.float64(543.51), np.float64(559.27375), np.float64(576.1), np.float64(614.68)]",,,,,1.158,0.008,,,,,1.137,1.027,0.179,0.199
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_yes_spline,False,9,spline_lags_4_sinusoidal_yes,0.266,0.008,710.791,725.926,True,True,False,0.968,-0.075,0,1.0,1.089,1.119,1.036,0.864,0.468,0.269,"[np.float64(500.913), np.float64(543.51), np.float64(561.981), np.float64(576.1), np.float64(614.68)]",,,,,,,1.176,0.004,,,1.043,1.025,0.289,0.204
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_yes_spline,False,9,spline_lags_7_sinusoidal_yes,0.386,0.0,656.933,671.562,False,True,False,1.472,-0.043,0,1.0,1.125,1.021,1.106,0.735,0.143,0.885,"[np.float64(500.913), np.float64(535.54975), np.float64(556.21), np.float64(576.1), np.float64(614.68)]",,,,,,,,,1.101,0.0,1.074,1.076,0.336,0.883
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_no_spline,True,9,spline_lags_none_sinusoidal_no,0.602,0.0,421.902,428.563,True,True,False,0.978,0.154,0,1.0,1.0,1.0,1.0,0.035,0.002,0.967,"[np.float64(543.052), np.float64(565.8), np.float64(576.1), np.float64(589.0132), np.float64(614.68)]",,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_no_spline,True,9,spline_lags_1_sinusoidal_no,0.559,0.001,410.423,418.198,True,True,False,1.083,-0.041,0,1.0,1.017,1.002,1.093,0.13,0.049,0.813,"[np.float64(543.51), np.float64(565.8), np.float64(573.62), np.float64(579.118), np.float64(614.68)]",1.111,0.025,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_no_spline,True,9,spline_lags_2_sinusoidal_no,0.45,0.035,398.443,405.992,True,True,False,1.153,-3.018,0,1.0,1.005,1.003,1.026,0.825,0.164,0.9,"[np.float64(554.9014999999999), np.float64(568.99825), np.float64(577.609), np.float64(590.934125), np.float64(614.68)]",,,1.034,0.003,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_no_spline,True,9,spline_lags_3_sinusoidal_no,0.365,0.018,379.595,386.908,True,True,False,1.06,-1.625,0,1.0,1.01,1.001,1.021,0.181,0.094,0.73,"[np.float64(543.51), np.float64(559.62), np.float64(576.1), np.float64(581.2012), np.float64(614.68)]",,,,,1.031,0.064,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_no_spline,True,9,spline_lags_4_sinusoidal_no,0.521,0.009,360.474,367.542,True,True,True,1.702,0.292,0,1.0,1.006,1.036,1.0,0.702,0.206,0.046,"[np.float64(554.9014999999999), np.float64(573.93), np.float64(579.118), np.float64(592.614275), np.float64(614.68)]",,,,,,,1.042,0.004,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_no_spline,True,9,spline_lags_7_sinusoidal_no,0.273,0.843,317.927,324.194,True,True,False,1.21,-10.794,0,1.0,1.012,1.186,1.121,0.44,0.1,0.195,"[np.float64(538.8495), np.float64(565.8), np.float64(576.1), np.float64(589.534), np.float64(614.68)]",,,,,,,,,1.319,0.341,,,,
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_yes_spline,True,9,spline_lags_none_sinusoidal_yes,0.626,0.0,424.168,433.493,True,True,False,0.914,-0.426,0,1.0,1.025,1.01,1.048,0.053,0.003,0.874,"[np.float64(543.052), np.float64(565.8), np.float64(576.1), np.float64(589.0132), np.float64(614.68)]",,,,,,,,,,,1.073,1.009,0.326,0.587
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_yes_spline,True,9,spline_lags_1_sinusoidal_yes,0.584,0.001,412.831,423.197,True,True,False,1.036,0.034,0,1.0,1.028,1.03,1.257,0.202,0.042,0.974,"[np.float64(543.51), np.float64(565.8), np.float64(573.62), np.float64(579.118), np.float64(614.68)]",1.126,0.024,,,,,,,,,1.021,1.169,0.299,0.836
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_yes_spline,True,9,spline_lags_2_sinusoidal_yes,0.452,0.052,402.375,412.44,True,True,False,1.141,-3.403,0,1.0,1.007,1.054,1.039,0.827,0.221,0.886,"[np.float64(554.9014999999999), np.float64(568.99825), np.float64(577.609), np.float64(590.934125), np.float64(614.68)]",,,1.035,0.005,,,,,,,1.011,1.053,0.979,0.83
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_yes_spline,True,9,spline_lags_3_sinusoidal_yes,0.428,0.012,380.995,390.746,True,True,False,1.016,-1.812,0,1.0,1.014,1.075,1.214,0.224,0.062,0.853,"[np.float64(543.51), np.float64(559.62), np.float64(576.1), np.float64(581.2012), np.float64(614.68)]",,,,,1.035,0.046,,,,,1.152,1.116,0.197,0.771
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_yes_spline,True,9,spline_lags_4_sinusoidal_yes,0.568,0.007,361.991,371.415,False,True,True,1.734,0.335,0,1.0,1.013,1.127,1.018,0.621,0.124,0.042,"[np.float64(554.9014999999999), np.float64(573.93), np.float64(579.118), np.float64(592.614275), np.float64(614.68)]",,,,,,,1.045,0.004,,,1.075,1.038,0.206,0.905
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_yes_spline,True,9,spline_lags_7_sinusoidal_yes,0.37,0.714,318.901,327.257,True,True,False,1.186,-11.351,0,1.0,1.071,1.307,1.233,0.447,0.055,0.398,"[np.float64(538.8495), np.float64(565.8), np.float64(576.1), np.float64(589.534), np.float64(614.68)]",,,,,,,,,1.323,0.398,1.148,1.141,0.222,0.543
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_no_spline,False,10,spline_lags_none_sinusoidal_no,0.045,0.687,860.229,870.08,False,True,False,0.867,-0.123,0,1.0,1.0,1.0,1.0,0.564,0.33,0.345,"[np.float64(500.913), np.float64(543.9995), np.float64(557.02), np.float64(574.9532), np.float64(614.68)]",,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_no_spline,False,10,spline_lags_1_sinusoidal_no,0.019,0.56,798.648,810.356,False,True,False,1.293,-1.439,0,1.0,1.047,1.0,1.001,0.626,0.898,0.715,"[np.float64(500.913), np.float64(543.052), np.float64(552.9), np.float64(570.95), np.float64(614.68)]",1.048,0.855,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_no_spline,False,10,spline_lags_2_sinusoidal_no,0.152,0.171,765.213,776.804,True,True,False,1.27,-0.621,0,1.0,1.09,1.048,1.021,0.337,0.928,0.181,"[np.float64(500.913), np.float64(543.75475), np.float64(552.9), np.float64(570.95), np.float64(614.68)]",,,1.159,0.014,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_no_spline,False,10,spline_lags_3_sinusoidal_no,0.213,0.138,746.052,757.524,False,True,True,1.618,-0.166,0,1.0,1.092,1.219,1.001,0.446,0.523,0.11,"[np.float64(500.913), np.float64(544.307), np.float64(557.958), np.float64(581.19975), np.float64(614.68)]",,,,,1.311,0.004,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_no_spline,False,10,spline_lags_4_sinusoidal_no,0.114,0.086,737.314,748.665,False,True,True,1.62,-1.111,0,1.0,1.153,1.122,1.013,0.473,0.622,0.473,"[np.float64(500.913), np.float64(533.4846), np.float64(558.604), np.float64(582.879), np.float64(614.68)]",,,,,,,1.287,0.052,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_no_spline,False,10,spline_lags_7_sinusoidal_no,0.146,0.036,690.414,701.386,False,True,True,1.618,-0.143,0,1.0,1.08,1.068,1.003,0.686,0.785,0.892,"[np.float64(500.913), np.float64(542.712), np.float64(555.3825), np.float64(570.95), np.float64(614.68)]",,,,,,,,,1.151,0.017,,,,
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_yes_spline,False,10,spline_lags_none_sinusoidal_yes,0.095,0.72,861.386,875.178,False,True,False,0.931,-0.243,0,1.0,1.01,1.063,1.031,0.507,0.402,0.382,"[np.float64(500.913), np.float64(543.9995), np.float64(557.02), np.float64(574.9532), np.float64(614.68)]",,,,,,,,,,,1.064,1.041,0.595,0.148
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_yes_spline,False,10,spline_lags_1_sinusoidal_yes,0.023,0.613,802.437,818.047,False,True,False,1.293,-1.707,0,1.0,1.061,1.054,1.046,0.629,0.908,0.708,"[np.float64(500.913), np.float64(543.052), np.float64(552.9), np.float64(570.95), np.float64(614.68)]",1.049,0.88,,,,,,,,,1.042,1.07,0.689,0.914
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_yes_spline,False,10,spline_lags_2_sinusoidal_yes,0.201,0.116,766.157,781.612,True,True,False,1.25,-0.711,0,1.0,1.148,1.168,1.089,0.215,0.793,0.096,"[np.float64(500.913), np.float64(543.75475), np.float64(552.9), np.float64(570.95), np.float64(614.68)]",,,1.19,0.007,,,,,,,1.073,1.143,0.737,0.112
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_yes_spline,False,10,spline_lags_3_sinusoidal_yes,0.267,0.097,746.485,761.781,False,True,True,1.695,-0.304,0,1.0,1.126,1.323,1.02,0.319,0.345,0.096,"[np.float64(500.913), np.float64(544.307), np.float64(557.958), np.float64(581.19975), np.float64(614.68)]",,,,,1.345,0.002,,,,,1.051,1.073,0.967,0.086
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_yes_spline,False,10,spline_lags_4_sinusoidal_yes,0.147,0.071,739.462,754.597,False,True,True,1.636,-0.797,0,1.0,1.198,1.182,1.067,0.367,0.534,0.414,"[np.float64(500.913), np.float64(533.4846), np.float64(558.604), np.float64(582.879), np.float64(614.68)]",,,,,,,1.308,0.039,,,1.08,1.06,0.847,0.224
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_yes_spline,False,10,spline_lags_7_sinusoidal_yes,0.149,0.047,694.216,708.845,False,True,True,1.61,-0.157,0,1.0,1.085,1.137,1.035,0.697,0.77,0.94,"[np.float64(500.913), np.float64(542.712), np.float64(555.3825), np.float64(570.95), np.float64(614.68)]",,,,,,,,,1.156,0.022,1.085,1.017,0.726,0.848
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_no_spline,True,10,spline_lags_none_sinusoidal_no,0.694,0.0,412.728,419.389,True,True,False,1.246,0.459,0,1.0,1.0,1.0,1.0,0.029,0.0,0.387,"[np.float64(543.052), np.float64(566.806975), np.float64(574.61245), np.float64(583.99015), np.float64(602.107)]",,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_no_spline,True,10,spline_lags_1_sinusoidal_no,0.678,0.0,400.031,407.806,True,True,False,1.385,-0.508,0,1.0,1.001,1.002,1.052,0.011,0.057,0.429,"[np.float64(543.51), np.float64(557.77575), np.float64(567.85), np.float64(576.9431), np.float64(602.107)]",1.055,0.004,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_no_spline,True,10,spline_lags_2_sinusoidal_no,0.637,0.033,385.664,393.213,True,True,False,1.354,-0.387,0,1.0,1.0,1.026,1.012,0.162,0.075,0.891,"[np.float64(549.505), np.float64(560.65), np.float64(567.85), np.float64(577.609), np.float64(602.107)]",,,1.038,0.0,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_3_sinusoidal_no_spline,True,10,spline_lags_3_sinusoidal_no,0.537,0.01,368.001,375.315,True,True,False,1.01,-1.23,0,1.0,1.001,1.0,1.21,0.102,0.08,0.015,"[np.float64(543.51), np.float64(555.3803), np.float64(573.6136), np.float64(578.9524), np.float64(602.107)]",,,,,1.211,0.728,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_4_sinusoidal_no_spline,True,10,spline_lags_4_sinusoidal_no,0.663,0.002,348.683,355.751,True,True,False,1.399,-1.659,0,1.0,1.089,1.006,1.084,0.994,0.002,0.115,"[np.float64(554.9014999999999), np.float64(566.83795), np.float64(576.2772), np.float64(580.2958), np.float64(602.107)]",,,,,,,1.18,0.004,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_7_sinusoidal_no_spline,True,10,spline_lags_7_sinusoidal_no,0.591,0.013,302.055,308.323,True,True,True,1.578,-49.975,0,1.0,1.151,1.003,1.171,0.5,0.006,0.003,"[np.float64(538.8495), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(602.107)]",,,,,,,,,1.325,0.043,,,,
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_yes_spline,True,10,spline_lags_none_sinusoidal_yes,0.731,0.0,413.161,422.486,True,True,False,0.944,0.393,0,1.0,1.01,1.0,1.042,0.033,0.0,0.561,"[np.float64(543.052), np.float64(566.806975), np.float64(574.61245), np.float64(583.99015), np.float64(602.107)]",,,,,,,,,,,1.031,1.02,0.107,0.899
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_yes_spline,True,10,spline_lags_1_sinusoidal_yes,0.719,0.0,400.421,410.787,True,True,False,1.135,-0.517,0,1.0,1.007,1.004,1.117,0.009,0.044,0.548,"[np.float64(543.51), np.float64(557.77575), np.float64(567.85), np.float64(576.9431), np.float64(602.107)]",1.059,0.004,,,,,,,,,1.009,1.06,0.276,0.249
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_yes_spline,True,10,spline_lags_2_sinusoidal_yes,0.649,0.033,388.814,398.879,True,True,False,1.426,-2.599,0,1.0,1.059,1.048,1.036,0.164,0.07,0.808,"[np.float64(549.505), np.float64(560.65), np.float64(567.85), np.float64(577.609), np.float64(602.107)]",,,1.04,0.0,,,,,,,1.08,1.023,0.475,0.798
Croplands_cluster_0_yearly_True_window_10_lags_3_sinusoidal_yes_spline,True,10,spline_lags_3_sinusoidal_yes,0.594,0.005,368.719,378.47,True,True,False,0.764,-0.786,0,1.0,1.012,1.029,1.283,0.098,0.041,0.037,"[np.float64(543.51), np.float64(555.3803), np.float64(573.6136), np.float64(578.9524), np.float64(602.107)]",,,,,1.224,0.552,,,,,1.048,1.053,0.142,0.843
Croplands_cluster_0_yearly_True_window_10_lags_4_sinusoidal_yes_spline,True,10,spline_lags_4_sinusoidal_yes,0.709,0.001,349.139,358.564,True,True,False,1.322,-1.222,0,1.0,1.137,1.101,1.156,0.836,0.002,0.152,"[np.float64(554.9014999999999), np.float64(566.83795), np.float64(576.2772), np.float64(580.2958), np.float64(602.107)]",,,,,,,1.183,0.004,,,1.191,1.02,0.255,0.316
Croplands_cluster_0_yearly_True_window_10_lags_7_sinusoidal_yes_spline,True,10,spline_lags_7_sinusoidal_yes,0.682,0.029,300.758,309.114,True,True,True,1.638,-12.233,0,1.0,1.238,1.051,1.197,0.962,0.005,0.005,"[np.float64(538.8495), np.float64(562.7), np.float64(570.95), np.float64(584.326), np.float64(602.107)]",,,,,,,,,1.35,0.1,1.112,1.024,0.076,0.949
