analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize-Cluster_1_yearly_False_window_1_lags_none_sinusoidal_no_quadratic,False,1,quadratic_lags_none_sinusoidal_no,0.14,0.349,525.78,529.668,True,True,True,1.889,-0.151,0,2.251,2.251,0.142,,,,,,
Maize-Cluster_1_yearly_False_window_1_lags_1_sinusoidal_no_quadratic,False,1,quadratic_lags_1_sinusoidal_no,0.117,0.476,506.346,511.378,True,True,True,1.982,-0.692,0,2.564,2.711,0.294,1.147,0.91,,,,
Maize-Cluster_1_yearly_False_window_1_lags_none_sinusoidal_yes_quadratic,False,1,quadratic_lags_none_sinusoidal_yes,0.154,0.536,529.323,535.802,True,True,True,1.898,-0.124,0,2.31,2.358,0.131,,,1.017,1.03,0.617,0.703
Maize-Cluster_1_yearly_False_window_1_lags_1_sinusoidal_yes_quadratic,False,1,quadratic_lags_1_sinusoidal_yes,0.123,0.527,510.17,517.719,True,True,True,2.003,-1.79,0,2.745,3.024,0.31,1.164,0.894,1.039,1.077,0.738,0.911
Maize-Cluster_1_yearly_True_window_1_lags_none_sinusoidal_no_quadratic,True,1,quadratic_lags_none_sinusoidal_no,0.182,0.542,362.638,365.471,True,True,False,1.42,-0.834,0,1.864,1.864,0.171,,,,,,
Maize-Cluster_1_yearly_True_window_1_lags_1_sinusoidal_no_quadratic,True,1,quadratic_lags_1_sinusoidal_no,0.161,0.597,340.949,344.511,True,True,False,1.491,-0.497,0,2.102,2.253,0.323,1.151,0.9,,,,
Maize-Cluster_1_yearly_True_window_1_lags_none_sinusoidal_yes_quadratic,True,1,quadratic_lags_none_sinusoidal_yes,0.219,0.771,365.758,370.48,True,True,False,1.467,-1.4,0,1.901,1.943,0.188,,,1.006,1.037,0.482,0.704
Maize-Cluster_1_yearly_True_window_1_lags_1_sinusoidal_yes_quadratic,True,1,quadratic_lags_1_sinusoidal_yes,0.209,0.444,343.885,349.227,True,True,True,1.629,-0.879,0,2.207,2.466,0.517,1.165,0.919,1.0,1.095,0.517,0.58
Maize-Cluster_1_yearly_False_window_2_lags_none_sinusoidal_no_quadratic,False,2,quadratic_lags_none_sinusoidal_no,0.034,0.41,508.509,512.397,True,True,False,0.73,-0.203,0,1.579,1.579,0.936,,,,,,
Maize-Cluster_1_yearly_False_window_2_lags_1_sinusoidal_no_quadratic,False,2,quadratic_lags_1_sinusoidal_no,0.1,0.896,479.945,484.978,True,True,False,1.132,-0.236,0,1.668,1.673,0.325,1.005,0.436,,,,
Maize-Cluster_1_yearly_False_window_2_lags_none_sinusoidal_yes_quadratic,False,2,quadratic_lags_none_sinusoidal_yes,0.094,0.519,510.775,517.254,True,True,False,0.737,-0.172,0,1.61,1.664,0.906,,,1.041,1.013,0.24,0.979
Maize-Cluster_1_yearly_False_window_2_lags_1_sinusoidal_yes_quadratic,False,2,quadratic_lags_1_sinusoidal_yes,0.188,0.542,481.287,488.836,True,True,False,1.225,-1.269,0,1.712,1.784,0.488,1.005,0.661,1.04,1.026,0.254,0.396
Maize-Cluster_1_yearly_True_window_2_lags_none_sinusoidal_no_quadratic,True,2,quadratic_lags_none_sinusoidal_no,0.104,0.209,358.798,361.631,True,True,False,0.662,-0.82,0,2.161,2.161,0.554,,,,,,
Maize-Cluster_1_yearly_True_window_2_lags_1_sinusoidal_no_quadratic,True,2,quadratic_lags_1_sinusoidal_no,0.09,0.45,331.693,335.254,True,True,False,0.698,-1.023,0,2.464,2.485,0.743,1.021,0.867,,,,
Maize-Cluster_1_yearly_True_window_2_lags_none_sinusoidal_yes_quadratic,True,2,quadratic_lags_none_sinusoidal_yes,0.217,0.238,360.242,364.964,True,True,False,0.787,-0.932,0,2.204,2.24,0.477,,,1.006,1.03,0.178,0.964
Maize-Cluster_1_yearly_True_window_2_lags_1_sinusoidal_yes_quadratic,True,2,quadratic_lags_1_sinusoidal_yes,0.433,0.05,327.187,332.529,True,True,False,1.193,-0.492,0,2.631,2.769,0.545,1.023,0.477,1.006,1.108,0.072,0.064
Maize-Cluster_1_yearly_False_window_3_lags_none_sinusoidal_no_quadratic,False,3,quadratic_lags_none_sinusoidal_no,0.075,0.514,497.783,501.67,True,True,False,0.689,-0.735,0,1.437,1.437,0.408,,,,,,
Maize-Cluster_1_yearly_False_window_3_lags_1_sinusoidal_no_quadratic,False,3,quadratic_lags_1_sinusoidal_no,0.121,0.948,475.406,480.438,True,True,False,0.916,-0.536,0,1.44,1.441,0.168,1.002,0.671,,,,
Maize-Cluster_1_yearly_False_window_3_lags_none_sinusoidal_yes_quadratic,False,3,quadratic_lags_none_sinusoidal_yes,0.092,0.593,501.272,507.752,True,True,False,0.68,-0.891,0,1.475,1.561,0.497,,,1.062,1.024,0.595,0.811
Maize-Cluster_1_yearly_False_window_3_lags_1_sinusoidal_yes_quadratic,False,3,quadratic_lags_1_sinusoidal_yes,0.158,0.644,478.291,485.84,True,True,False,0.917,-0.856,0,1.487,1.596,0.256,1.002,0.853,1.066,1.041,0.666,0.46
Maize-Cluster_1_yearly_True_window_3_lags_none_sinusoidal_no_quadratic,True,3,quadratic_lags_none_sinusoidal_no,0.167,0.157,347.484,350.317,True,True,False,0.444,-1.233,0,1.776,1.776,0.525,,,,,,
Maize-Cluster_1_yearly_True_window_3_lags_1_sinusoidal_no_quadratic,True,3,quadratic_lags_1_sinusoidal_no,0.177,0.466,325.211,328.773,True,True,False,0.556,-1.008,0,1.727,1.735,0.286,1.007,0.772,,,,
Maize-Cluster_1_yearly_True_window_3_lags_none_sinusoidal_yes_quadratic,True,3,quadratic_lags_none_sinusoidal_yes,0.282,0.104,348.656,353.378,True,True,False,0.519,-0.248,0,1.816,1.868,0.591,,,1.022,1.029,0.413,0.289
Maize-Cluster_1_yearly_True_window_3_lags_1_sinusoidal_yes_quadratic,True,3,quadratic_lags_1_sinusoidal_yes,0.513,0.03,319.765,325.108,False,True,False,1.051,-1.51,0,1.787,1.877,0.253,1.008,0.616,1.019,1.063,0.232,0.024
Maize-Cluster_1_yearly_False_window_4_lags_none_sinusoidal_no_quadratic,False,4,quadratic_lags_none_sinusoidal_no,0.111,0.105,490.045,493.932,True,True,False,0.464,-0.701,0,1.42,1.42,0.647,,,,,,
Maize-Cluster_1_yearly_False_window_4_lags_1_sinusoidal_no_quadratic,False,4,quadratic_lags_1_sinusoidal_no,0.103,0.212,465.856,470.888,True,True,False,0.564,-0.93,0,1.438,1.454,0.916,1.016,0.747,,,,
Maize-Cluster_1_yearly_False_window_4_lags_none_sinusoidal_yes_quadratic,False,4,quadratic_lags_none_sinusoidal_yes,0.182,0.123,491.785,498.264,True,True,False,0.571,-0.861,0,1.441,1.49,0.564,,,1.008,1.041,0.315,0.46
Maize-Cluster_1_yearly_False_window_4_lags_1_sinusoidal_yes_quadratic,False,4,quadratic_lags_1_sinusoidal_yes,0.308,0.051,463.098,470.646,True,True,False,0.82,-1.532,0,1.464,1.541,0.828,1.017,0.378,1.005,1.055,0.143,0.097
Maize-Cluster_1_yearly_True_window_4_lags_none_sinusoidal_no_quadratic,True,4,quadratic_lags_none_sinusoidal_no,0.24,0.048,344.747,347.58,True,True,False,0.354,0.166,0,1.814,1.814,0.445,,,,,,
Maize-Cluster_1_yearly_True_window_4_lags_1_sinusoidal_no_quadratic,True,4,quadratic_lags_1_sinusoidal_no,0.226,0.201,320.539,324.101,True,True,False,0.427,-0.545,0,1.815,1.828,0.312,1.012,0.678,,,,
Maize-Cluster_1_yearly_True_window_4_lags_none_sinusoidal_yes_quadratic,True,4,quadratic_lags_none_sinusoidal_yes,0.403,0.032,344.158,348.88,True,True,False,0.53,0.092,0,1.817,1.82,0.439,,,1.001,1.003,0.171,0.238
Maize-Cluster_1_yearly_True_window_4_lags_1_sinusoidal_yes_quadratic,True,4,quadratic_lags_1_sinusoidal_yes,0.677,0.003,308.815,314.157,True,True,False,1.036,0.364,0,1.822,1.842,0.138,1.012,0.585,1.008,1.0,0.012,0.01
Maize-Cluster_1_yearly_False_window_5_lags_none_sinusoidal_no_quadratic,False,5,quadratic_lags_none_sinusoidal_no,0.184,0.046,482.759,486.647,True,True,False,0.37,-0.214,0,1.392,1.392,0.919,,,,,,
Maize-Cluster_1_yearly_False_window_5_lags_1_sinusoidal_no_quadratic,False,5,quadratic_lags_1_sinusoidal_no,0.223,0.143,458.273,463.305,True,True,False,0.5,-0.443,0,1.435,1.469,0.579,1.034,0.564,,,,
Maize-Cluster_1_yearly_False_window_5_lags_none_sinusoidal_yes_quadratic,False,5,quadratic_lags_none_sinusoidal_yes,0.277,0.025,483.487,489.966,True,True,False,0.559,-0.447,0,1.409,1.454,0.572,,,1.026,1.019,0.989,0.129
Maize-Cluster_1_yearly_False_window_5_lags_1_sinusoidal_yes_quadratic,False,5,quadratic_lags_1_sinusoidal_yes,0.435,0.009,453.977,461.526,True,True,False,0.886,-0.348,0,1.454,1.533,0.922,1.036,0.734,1.014,1.029,0.896,0.018
Maize-Cluster_1_yearly_True_window_5_lags_none_sinusoidal_no_quadratic,True,5,quadratic_lags_none_sinusoidal_no,0.303,0.019,338.187,341.02,True,True,False,0.33,0.192,0,2.591,2.591,0.243,,,,,,
Maize-Cluster_1_yearly_True_window_5_lags_1_sinusoidal_no_quadratic,True,5,quadratic_lags_1_sinusoidal_no,0.347,0.105,313.098,316.66,True,True,False,0.617,0.14,0,2.702,2.778,0.417,1.076,0.189,,,,
Maize-Cluster_1_yearly_True_window_5_lags_none_sinusoidal_yes_quadratic,True,5,quadratic_lags_none_sinusoidal_yes,0.542,0.003,334.201,338.924,True,True,False,0.626,0.101,0,2.629,2.652,0.107,,,1.002,1.022,0.974,0.024
Maize-Cluster_1_yearly_True_window_5_lags_1_sinusoidal_yes_quadratic,True,5,quadratic_lags_1_sinusoidal_yes,0.885,0.0,285.857,291.199,True,False,True,2.313,0.433,0,2.734,2.83,0.007,1.078,0.35,1.018,1.0,0.638,0.0
Maize-Cluster_1_yearly_False_window_6_lags_none_sinusoidal_no_quadratic,False,6,quadratic_lags_none_sinusoidal_no,0.254,0.009,477.763,481.651,True,True,False,0.398,-0.026,0,1.672,1.672,0.319,,,,,,
Maize-Cluster_1_yearly_False_window_6_lags_1_sinusoidal_no_quadratic,False,6,quadratic_lags_1_sinusoidal_no,0.265,0.021,452.111,457.143,True,True,False,0.562,-0.121,0,1.747,1.768,0.802,1.021,0.997,,,,
Maize-Cluster_1_yearly_False_window_6_lags_none_sinusoidal_yes_quadratic,False,6,quadratic_lags_none_sinusoidal_yes,0.416,0.002,475.13,481.609,True,True,False,0.785,-0.178,0,1.7,1.741,0.134,,,1.018,1.023,0.648,0.04
Maize-Cluster_1_yearly_False_window_6_lags_1_sinusoidal_yes_quadratic,False,6,quadratic_lags_1_sinusoidal_yes,0.651,0.0,436.745,444.293,True,True,False,1.143,0.059,0,1.786,1.86,0.273,1.022,0.117,1.011,1.04,0.171,0.001
Maize-Cluster_1_yearly_True_window_6_lags_none_sinusoidal_no_quadratic,True,6,quadratic_lags_none_sinusoidal_no,0.359,0.01,336.23,339.064,True,True,False,0.403,0.127,0,2.468,2.468,0.242,,,,,,
Maize-Cluster_1_yearly_True_window_6_lags_1_sinusoidal_no_quadratic,True,6,quadratic_lags_1_sinusoidal_no,0.45,0.061,307.782,311.343,True,True,False,0.499,-2.502,0,2.611,2.675,0.7,1.064,0.083,,,,
Maize-Cluster_1_yearly_True_window_6_lags_none_sinusoidal_yes_quadratic,True,6,quadratic_lags_none_sinusoidal_yes,0.534,0.004,334.152,338.874,True,True,False,0.77,0.134,0,2.6,2.689,0.112,,,1.0,1.09,0.805,0.051
Maize-Cluster_1_yearly_True_window_6_lags_1_sinusoidal_yes_quadratic,True,6,quadratic_lags_1_sinusoidal_yes,0.77,0.001,296.052,301.394,True,True,False,1.29,0.124,0,2.684,2.796,0.102,1.067,0.176,1.022,1.024,0.245,0.003
Maize-Cluster_1_yearly_False_window_7_lags_none_sinusoidal_no_quadratic,False,7,quadratic_lags_none_sinusoidal_no,0.321,0.003,468.995,472.882,True,False,False,0.243,0.199,0,2.07,2.07,0.361,,,,,,
Maize-Cluster_1_yearly_False_window_7_lags_1_sinusoidal_no_quadratic,False,7,quadratic_lags_1_sinusoidal_no,0.348,0.007,442.463,447.496,True,False,False,0.355,0.144,0,2.057,2.059,0.813,1.002,0.81,,,,
Maize-Cluster_1_yearly_False_window_7_lags_none_sinusoidal_yes_quadratic,False,7,quadratic_lags_none_sinusoidal_yes,0.508,0.0,464.297,470.777,False,True,False,0.6,0.295,0,2.185,2.293,0.231,,,1.102,1.006,0.593,0.01
Maize-Cluster_1_yearly_False_window_7_lags_1_sinusoidal_yes_quadratic,False,7,quadratic_lags_1_sinusoidal_yes,0.788,0.0,417.229,424.778,True,True,False,1.095,0.55,0,2.211,2.359,0.238,1.002,0.028,1.126,1.02,0.471,0.0
Maize-Cluster_1_yearly_True_window_7_lags_none_sinusoidal_no_quadratic,True,7,quadratic_lags_none_sinusoidal_no,0.324,0.014,332.46,335.293,True,True,False,0.372,-0.419,0,2.452,2.452,0.294,,,,,,
Maize-Cluster_1_yearly_True_window_7_lags_1_sinusoidal_no_quadratic,True,7,quadratic_lags_1_sinusoidal_no,0.262,0.092,307.388,310.949,True,True,False,0.389,-0.806,0,2.59,2.639,0.69,1.049,0.408,,,,
Maize-Cluster_1_yearly_True_window_7_lags_none_sinusoidal_yes_quadratic,True,7,quadratic_lags_none_sinusoidal_yes,0.396,0.02,334.336,339.058,True,True,False,0.576,-0.603,0,2.607,2.714,0.343,,,1.023,1.084,0.975,0.23
Maize-Cluster_1_yearly_True_window_7_lags_1_sinusoidal_yes_quadratic,True,7,quadratic_lags_1_sinusoidal_yes,0.507,0.038,304.125,309.467,True,True,False,0.619,-0.731,0,2.7,2.821,0.8,1.052,0.409,1.017,1.051,0.456,0.062
Maize-Cluster_1_yearly_False_window_8_lags_none_sinusoidal_no_quadratic,False,8,quadratic_lags_none_sinusoidal_no,0.316,0.004,468.807,472.694,True,False,False,0.334,0.198,0,2.21,2.21,0.443,,,,,,
Maize-Cluster_1_yearly_False_window_8_lags_1_sinusoidal_no_quadratic,False,8,quadratic_lags_1_sinusoidal_no,0.37,0.005,439.473,444.505,True,True,False,0.547,0.131,0,2.225,2.226,0.963,1.001,0.754,,,,
Maize-Cluster_1_yearly_False_window_8_lags_none_sinusoidal_yes_quadratic,False,8,quadratic_lags_none_sinusoidal_yes,0.498,0.001,464.466,470.945,False,True,False,0.61,0.242,0,2.394,2.546,0.242,,,1.14,1.012,0.974,0.018
Maize-Cluster_1_yearly_False_window_8_lags_1_sinusoidal_yes_quadratic,False,8,quadratic_lags_1_sinusoidal_yes,0.751,0.0,419.304,426.853,True,True,False,1.327,0.609,0,2.453,2.64,0.291,1.001,0.05,1.185,1.001,0.792,0.0
Maize-Cluster_1_yearly_True_window_8_lags_none_sinusoidal_no_quadratic,True,8,quadratic_lags_none_sinusoidal_no,0.469,0.002,328.064,330.897,True,True,False,0.498,0.314,0,2.107,2.107,0.116,,,,,,
Maize-Cluster_1_yearly_True_window_8_lags_1_sinusoidal_no_quadratic,True,8,quadratic_lags_1_sinusoidal_no,0.423,0.008,301.494,305.056,True,True,False,0.515,0.214,0,2.179,2.188,0.176,1.009,0.655,,,,
Maize-Cluster_1_yearly_True_window_8_lags_none_sinusoidal_yes_quadratic,True,8,quadratic_lags_none_sinusoidal_yes,0.539,0.003,329.363,334.085,True,True,False,0.751,0.003,0,2.389,2.645,0.101,,,1.098,1.157,0.446,0.193
Maize-Cluster_1_yearly_True_window_8_lags_1_sinusoidal_yes_quadratic,True,8,quadratic_lags_1_sinusoidal_yes,0.643,0.003,296.861,302.203,True,True,False,1.07,0.134,0,2.55,2.875,0.279,1.011,0.359,1.133,1.181,0.71,0.025
Maize-Cluster_1_yearly_False_window_9_lags_none_sinusoidal_no_quadratic,False,9,quadratic_lags_none_sinusoidal_no,0.337,0.003,462.116,466.004,True,False,False,0.209,0.19,0,2.549,2.549,0.369,,,,,,
Maize-Cluster_1_yearly_False_window_9_lags_1_sinusoidal_no_quadratic,False,9,quadratic_lags_1_sinusoidal_no,0.395,0.004,434.652,439.685,True,False,False,0.361,0.306,0,2.581,2.581,0.952,1.0,0.752,,,,
Maize-Cluster_1_yearly_False_window_9_lags_none_sinusoidal_yes_quadratic,False,9,quadratic_lags_none_sinusoidal_yes,0.467,0.004,460.212,466.691,True,False,False,0.428,0.099,0,2.951,3.21,0.151,,,1.232,1.027,0.566,0.063
Maize-Cluster_1_yearly_False_window_9_lags_1_sinusoidal_yes_quadratic,False,9,quadratic_lags_1_sinusoidal_yes,0.608,0.002,427.337,434.886,True,True,False,0.563,0.218,0,3.042,3.334,0.399,1.0,0.467,1.282,1.009,0.693,0.014
Maize-Cluster_1_yearly_True_window_9_lags_none_sinusoidal_no_quadratic,True,9,quadratic_lags_none_sinusoidal_no,0.502,0.001,322.435,325.268,True,True,False,0.481,0.444,0,2.028,2.028,0.079,,,,,,
Maize-Cluster_1_yearly_True_window_9_lags_1_sinusoidal_no_quadratic,True,9,quadratic_lags_1_sinusoidal_no,0.531,0.001,295.312,298.874,True,True,False,0.433,0.13,0,2.077,2.086,0.05,1.008,0.352,,,,
Maize-Cluster_1_yearly_True_window_9_lags_none_sinusoidal_yes_quadratic,True,9,quadratic_lags_none_sinusoidal_yes,0.527,0.002,325.45,330.173,True,True,False,0.59,0.165,0,2.755,3.463,0.123,,,1.135,1.573,0.444,0.804
Maize-Cluster_1_yearly_True_window_9_lags_1_sinusoidal_yes_quadratic,True,9,quadratic_lags_1_sinusoidal_yes,0.61,0.003,295.998,301.34,True,True,False,0.653,0.091,0,3.718,5.263,0.514,1.021,0.358,1.285,2.238,0.967,0.152
Maize-Cluster_1_yearly_False_window_10_lags_none_sinusoidal_no_quadratic,False,10,quadratic_lags_none_sinusoidal_no,0.341,0.004,462.129,466.017,True,False,False,0.262,-0.086,0,2.647,2.647,0.377,,,,,,
Maize-Cluster_1_yearly_False_window_10_lags_1_sinusoidal_no_quadratic,False,10,quadratic_lags_1_sinusoidal_no,0.42,0.005,432.796,437.828,True,False,False,0.472,-0.314,0,2.751,2.751,0.986,1.0,0.386,,,,
Maize-Cluster_1_yearly_False_window_10_lags_none_sinusoidal_yes_quadratic,False,10,quadratic_lags_none_sinusoidal_yes,0.455,0.022,460.987,467.466,True,False,False,0.515,-0.074,0,3.03,3.263,0.136,,,1.164,1.069,0.365,0.145
Maize-Cluster_1_yearly_False_window_10_lags_1_sinusoidal_yes_quadratic,False,10,quadratic_lags_1_sinusoidal_yes,0.544,0.047,430.561,438.109,True,False,False,0.615,-0.204,0,3.227,3.5,0.419,1.0,0.719,1.224,1.048,0.377,0.199
